geo_name,geo_sumlevel,geo_id,naics_name,naics_sumlevel,naics_id,avg_wage_2014,avg_wage_2015,avg_wage_2016,num_ppl_2014,num_ppl_2015,num_ppl_2016,num_ppl_rca_2014,num_ppl_rca_2015,num_ppl_rca_2016
"Alabama","state",04000US01,"Farming",2,111,35182.4,32934.2,31993,6419,6096,5316,0.544084,0.507127,0.438729
"Alabama","state",04000US01,"Animal production & aquaculture",2,112,41167.5,44961,41905.5,5370,5578,5667,0.937346,0.984836,1.02707
"Alabama","state",04000US01,"Logging",2,1133,33655,33264,34102,4716,4804,4594,4.54556,4.71618,4.55096
"Alabama","state",04000US01,"Forestry except logging",2,113M,62915.9,65842.5,71155.5,455,326,379,0.660308,0.49921,0.595964
"Alabama","state",04000US01,"Fishing, hunting & trapping",2,114,34208.8,37325.2,62898.9,463,351,319,1.08806,0.799388,0.731553
"Alabama","state",04000US01,"Support activities for agriculture & forestry",2,115,43302.1,44467.3,44304.1,2021,2055,2045,1.13303,1.17692,1.16182
"Alabama","state",04000US01,"Oil & gas extraction",2,211,82079.8,90674,98005.2,598,523,608,0.447272,0.349468,0.380167
"Alabama","state",04000US01,"Coal mining",2,2121,72072.7,76484.3,80516.4,4806,4872,4340,3.40403,3.58645,3.4976
"Alabama","state",04000US01,"Metal ore mining",2,2122,54251,49409.8,61730.9,121,142,97,0.172953,0.204526,0.139889
"Alabama","state",04000US01,"Nonmetallic mineral mining & quarrying",2,2123,58553.7,53899.3,58013.1,1938,1809,1719,1.60805,1.47537,1.35513
"Alabama","state",04000US01,"Support activities for mining",2,213,86117.5,91715.4,95497,3048,3255,3278,0.428949,0.438992,0.452475
"Alabama","state",04000US01,"Electric power generation, transmission & distribution",2,2211P,77509.6,79047.7,80775.8,18241,19479,20010,1.99562,2.12523,2.18851
"Alabama","state",04000US01,"Natural gas distribution",2,2212P,61818.4,56979.8,56548.5,2474,2045,2157,1.50186,1.26829,1.35442
"Alabama","state",04000US01,"Sewage treatment facilities",2,22132,42486,43563.9,44888.2,1614,1769,1722,1.03851,1.16865,1.14372
"Alabama","state",04000US01,"Water, steam, air-conditioning, & irrigation systems",2,2213M,46864.3,46608,49603.4,5079,5062,5145,1.52618,1.52691,1.55447
"Alabama","state",04000US01,"Electric & gas, and other combinations",2,221MP,56540,56662.7,58577.7,966,1114,1028,0.705333,0.856762,0.819829
"Alabama","state",04000US01,"Not specified utilities",2,22S,43984,35029.2,30417,601,494,562,1.59777,1.36574,1.6677
"Alabama","state",04000US01,"Construction",2,23,40634.2,41257.1,42678.3,110843,109199,110009,1.04913,1.01573,0.997081
"Alabama","state",04000US01,"Sugar & confectionery products",2,3113,48035.1,100785,108409,94,123,123,0.0826931,0.109472,0.111377
"Alabama","state",04000US01,"Fruit & vegetable preserving & specialty food manufacturing",2,3114,42803,47098.4,47268.6,298,424,407,0.124842,0.173822,0.167156
"Alabama","state",04000US01,"Dairy product manufacturing",2,3115,38421.1,37969.5,40260.6,1028,894,897,0.501711,0.438204,0.433187
"Alabama","state",04000US01,"Animal slaughtering & processing",2,3116,29802.9,29681.4,29759.7,17331,16927,17213,2.7593,2.68423,2.67236
"Alabama","state",04000US01,"Retail bakeries",2,311811,19038.1,22119.7,22217.8,1335,1248,963,0.594358,0.555176,0.432527
"Alabama","state",04000US01,"Bakeries & tortilla manufacturing, except retail bakeries",2,3118Z,38382.4,41248.7,37804.8,1734,1653,1693,0.591048,0.548935,0.556772
"Alabama","state",04000US01,"Animal food, grain & oilseed milling",2,311M1,44400.2,40770.4,44560,1639,1888,1866,0.816262,0.932956,0.89974
"Alabama","state",04000US01,"Seafood & other miscellaneous foods, n.e.c. ",2,311M2,38749.9,41243.4,43882.3,2580,2205,2179,0.934889,0.78436,0.76021
"Alabama","state",04000US01,"Not specified food industries, manufacturing",2,311S,62167.8,58889.3,55684.5,159,246,181,0.297397,0.564996,0.467553
"Alabama","state",04000US01,"Beverage manufacturing",2,3121,49561.3,47326.6,51946.1,1999,1871,1763,0.660094,0.607331,0.557487
"Alabama","state",04000US01,"Tobacco manufacturing",2,3122,75339,72801.2,80561,288,287,231,1.04078,1.04318,0.88557
"Alabama","state",04000US01,"Fiber, yarn, & thread mills",2,3131,37007.3,34935.5,35929.4,1294,1353,1220,6.80884,6.84998,6.09627
"Alabama","state",04000US01,"Fabric mills, except knitting mills",2,3132Z,34315.5,36760,36310.2,2905,2947,2593,1.93719,2.02537,1.86629
"Alabama","state",04000US01,"Textile & fabric finishing & coating mills",2,3133,29392.6,34262.8,33200.3,141,153,113,0.696826,0.776585,0.578011
"Alabama","state",04000US01,"Carpet & rug mills",2,31411,32071.4,32053.9,31013.4,4536,4208,4434,6.28688,5.89071,6.08636
"Alabama","state",04000US01,"Textile product mills, except carpets & rugs ",2,314Z,38017,39997.6,38558.1,1898,2130,2261,1.79609,1.98414,2.18999
"Alabama","state",04000US01,"Cut & sew apparel manufacturing",2,3152,27482.1,28932,25970.3,3522,3438,3129,1.10148,1.10789,1.03976
"Alabama","state",04000US01,"Apparel accessories & other apparel manufacturing",2,3159,23153.8,24108.7,18683.8,82,47,14,0.644651,0.374833,0.127389
"Alabama","state",04000US01,"Footwear manufacturing",2,3162,16261.3,17169.5,,22,9,,0.0584326,0.0250793,
"Alabama","state",04000US01,"Leather tanning & finishing, & other allied products manufacturing ",2,316M,22763.2,22846.7,24060.6,160,176,134,0.555717,0.614293,0.476847
"Alabama","state",04000US01,"Knitting fabric mills, & apparel knitting mills ",2,31M,22835.1,22947.9,24175.2,1410,1292,1175,5.08305,4.78474,4.35633
"Alabama","state",04000US01,"Sawmills & wood preservation",2,3211,37479.5,39555.4,40771.1,4326,4751,5055,2.64465,2.88426,3.07298
"Alabama","state",04000US01,"Veneer, plywood, & engineered wood products ",2,3212,32540.7,31822.3,32445.8,1084,1229,1302,2.10854,2.22697,2.19554
"Alabama","state",04000US01,"Prefabricated wood buildings & mobile homes",2,32199M,28398.2,30203.9,29368.1,2489,1925,2151,5.37677,4.38091,4.86313
"Alabama","state",04000US01,"Miscellaneous wood products",2,3219ZM,30323.4,35018.7,32099.6,3344,2906,3232,1.22536,1.06605,1.15021
"Alabama","state",04000US01,"Pulp, paper, & paperboard mills ",2,3221,69078.5,68381.1,69245.6,9768,9714,9748,3.49373,3.47112,3.47603
"Alabama","state",04000US01,"Paperboard container manufacturing",2,32221,47698.9,55097.6,52964.4,1478,1071,1499,0.977389,0.733052,1.04727
"Alabama","state",04000US01,"Miscellaneous paper & pulp products",2,3222M,54596.1,58932,61300.7,961,1024,823,0.798909,0.85508,0.693873
"Alabama","state",04000US01,"Printing & related support activities",2,3231,40300.7,42056.5,43729.3,4082,4437,5023,0.522659,0.578455,0.665116
"Alabama","state",04000US01,"Petroleum refining",2,32411,82225.4,89622.7,94187,1848,1733,1681,0.699013,0.667862,0.675384
"Alabama","state",04000US01,"Miscellaneous petroleum & coal products",2,3241M,59987.8,57095.2,57813,657,843,772,2.28987,2.72723,2.18575
"Alabama","state",04000US01,"Resin, synthetic rubber, & fibers & filaments manufacturing   ",2,3252,46695.3,49405,52797.7,2617,2421,2297,1.01125,0.957549,0.931295
"Alabama","state",04000US01,"Agricultural chemical manufacturing",2,3253,43899.6,43371.1,42170,268,283,289,0.57718,0.587422,0.584157
"Alabama","state",04000US01,"Pharmaceutical & medicine manufacturing",2,3254,82352,80945.7,78711.7,2301,2466,2805,0.36327,0.37768,0.419804
"Alabama","state",04000US01,"Paint, coating, & adhesive manufacturing ",2,3255,50586,49256.9,51841.4,604,658,673,0.677283,0.722096,0.736481
"Alabama","state",04000US01,"Soap, cleaning compound, & cosmetics manufacturing ",2,3256,27929.9,33020.4,57662.6,241,246,350,0.127534,0.128148,0.181639
"Alabama","state",04000US01,"Industrial & miscellaneous chemicals",2,325M,70880.6,69420.8,73717.8,8047,7550,7551,1.43472,1.34976,1.35552
"Alabama","state",04000US01,"Plastics product manufacturing",2,3261,40390.8,38199.5,36463.9,5712,6172,6686,1.17312,1.19914,1.22886
"Alabama","state",04000US01,"Tire manufacturing",2,32621,56243.4,55306.4,55192.3,3929,3892,3957,3.80322,3.71132,3.7077
"Alabama","state",04000US01,"Rubber products, except tires, manufacturing ",2,3262M,36211.7,41466.6,39005.3,1096,1133,1306,1.09316,1.10089,1.24642
"Alabama","state",04000US01,"Pottery, ceramics, & plumbing fixture manufacturing  ",2,32711,63635.3,74656,47326.6,286,173,175,0.893292,0.581555,0.593562
"Alabama","state",04000US01,"Clay building material & refractories manufacturing",2,327120,51920.7,48429.5,52518.9,1004,932,838,2.7004,2.644,2.40266
"Alabama","state",04000US01,"Glass & glass product manufacturing",2,3272,38317.4,39766.9,34462,1405,1409,1346,0.746702,0.742003,0.705168
"Alabama","state",04000US01,"Miscellaneous nonmetallic mineral product manufacturing",2,3279,44660.4,45151.4,50727.2,1066,1121,1105,1.03438,1.06541,1.0408
"Alabama","state",04000US01,"Cement, concrete, lime, & gypsum product manufacturing ",2,327M,50002.3,49982.2,52265,3490,3527,3813,1.68394,1.73724,1.88224
"Alabama","state",04000US01,"Aluminum production & processing",2,3313,52860.6,54720.5,57619.1,1851,1654,1626,1.91724,1.66735,1.65573
"Alabama","state",04000US01,"Nonferrous metal (except aluminum) production & processing",2,3314,50353.3,51240.5,54115.4,1592,1524,1477,1.86094,1.84351,1.84426
"Alabama","state",04000US01,"Foundries",2,3315,43086.4,45937.3,49243.5,3851,3439,3105,2.78568,2.46588,2.2882
"Alabama","state",04000US01,"Iron & steel mills & steel product manufacturing",2,331M,55851.8,57332.4,60352.7,13831,13640,13524,3.25187,3.20441,3.27652
"Alabama","state",04000US01,"Metal forgings & stampings",2,3321,30050.7,32563.9,40368.6,412,534,686,0.487908,0.631664,0.782307
"Alabama","state",04000US01,"Cutlery & hand tool manufacturing",2,3322,33719.7,39488.4,39567.3,375,237,245,0.648533,0.404497,0.402884
"Alabama","state",04000US01,"Machine shops; turned product; screw, nut & bolt manufacturing  ",2,3327,40531.9,41749.8,43332.6,4716,5261,4877,1.11668,1.21112,1.10387
"Alabama","state",04000US01,"Coating, engraving, heat treating & allied activities ",2,3328,46903.1,44710.6,46591.1,1062,1071,1103,0.923475,0.89779,0.914617
"Alabama","state",04000US01,"Ordnance",2,33299M,47930.1,48412.9,49091.2,479,437,474,0.778241,0.714266,0.772245
"Alabama","state",04000US01,"Structural metals, & boiler, tank, & shipping container manufacturing ",2,332M,42164.1,42443.6,42832.9,7064,7078,7032,1.47679,1.48329,1.46594
"Alabama","state",04000US01,"Miscellaneous fabricated metal products manufacturing",2,332MZ,41739,43997.8,46361.7,6151,6275,6007,1.55973,1.50848,1.40058
"Alabama","state",04000US01,"Agricultural implement manufacturing",2,33311,41927.7,38982.2,40550,969,1023,1025,0.606323,0.636113,0.62535
"Alabama","state",04000US01,"Construction, & mining & oil & gas field machinery manufacturing ",2,3331M,55673.7,51294.5,50517.8,1249,1482,1398,0.538434,0.614488,0.580747
"Alabama","state",04000US01,"Commercial & service industry machinery manufacturing",2,3333,51516.4,53677.9,56704.7,1041,967,990,0.824603,0.797289,0.825327
"Alabama","state",04000US01,"Metalworking machinery manufacturing",2,3335,35933.7,49939.2,52278.3,1229,1250,986,0.569903,0.575293,0.454797
"Alabama","state",04000US01,"Engine, turbine, & power transmission equipment manufacturing ",2,3336,39395.9,43284.1,48031.3,1106,1080,1241,1.00492,0.962411,1.08095
"Alabama","state",04000US01,"Machinery manufacturing, n.e.c. or not specified",2,333MS,50053.2,51369.5,51010.6,8470,9005,9381,0.965339,1.02876,1.06129
"Alabama","state",04000US01,"Computer & peripheral equipment manufacturing",2,3341,87393.3,101701,89662.2,785,579,566,0.269203,0.214622,0.229926
"Alabama","state",04000US01,"Navigational, measuring, electromedical, & control instruments manufacturing",2,3345,66113,63848.1,65503.5,2964,3429,3268,0.835021,0.908248,0.841993
"Alabama","state",04000US01,"Communications, & audio & video equipment manufacturing",2,334M1,62074,62824.3,63017.1,2056,1850,1751,0.911446,0.850729,0.843025
"Alabama","state",04000US01,"Electronic component & product manufacturing, n.e.c. ",2,334M2,41780.5,41921.8,45417.1,6223,5646,5004,0.698157,0.652316,0.598818
"Alabama","state",04000US01,"Household appliance manufacturing",2,3352,45521.7,48341.7,49957.4,1418,1443,1355,1.49906,1.51849,1.41088
"Alabama","state",04000US01,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.",2,335M,50266.2,50332.5,48330.4,5338,5794,5471,1.06596,1.13855,1.08404
"Alabama","state",04000US01,"Aircraft & parts manufacturing",2,33641M1,64902.8,68146.8,69799.3,6593,6981,8218,1.23142,1.17316,1.22052
"Alabama","state",04000US01,"Aerospace products & parts manufacturing",2,33641M2,87299.3,86643.2,88145.1,6658,5566,4455,1.32794,1.32098,1.32078
"Alabama","state",04000US01,"Railroad rolling stock manufacturing",2,3365,42939.8,46427.5,49588.9,595,796,1120,1.38574,1.74545,2.42797
"Alabama","state",04000US01,"Ship & boat building",2,3366,48968.7,52502.6,51675.3,8013,8611,9015,3.28776,3.49063,3.62919
"Alabama","state",04000US01,"Other transportation equipment manufacturing",2,3369,50695.6,49123.6,47214.1,867,685,635,1.74206,1.36582,1.22072
"Alabama","state",04000US01,"Motor vehicles & motor vehicle equipment manufacturing",2,336M,41344.7,41330.6,42208.7,45849,48711,53057,2.85435,2.90302,3.02413
"Alabama","state",04000US01,"Furniture & related product manufacturing",2,337,30251.3,30363.8,32151.3,9377,9473,10055,1.67454,1.69946,1.79541
"Alabama","state",04000US01,"Medical equipment & supplies manufacturing",2,3391,52228.7,52307.1,51014.3,3830,4072,4193,0.481758,0.513622,0.52889
"Alabama","state",04000US01,"Sporting & athletic goods, & doll, toy & game manufacturing  ",2,3399M,40847.1,40349.8,39351.1,1435,1302,1277,1.00489,0.957092,0.976729
"Alabama","state",04000US01,"Miscellaneous manufacturing, n.e.c.  ",2,3399ZM,38472.9,36190.6,36779.3,6551,7388,7639,0.903792,1.02232,1.05514
"Alabama","state",04000US01,"Not specified metal industries",2,33MS,33827.3,33148.2,35084.5,245,249,160,1.09866,1.25833,0.968378
"Alabama","state",04000US01,"Not specified manufacturing industries",2,3MS,41909.2,42438.1,45992.4,5042,5223,5058,0.883776,0.888669,0.843308
"Alabama","state",04000US01,"Motor vehicle & motor vehicle parts & supplies merchant wholesalers",2,4231,38670.2,37771.8,39352.4,3304,3355,3288,1.0866,1.09682,1.06786
"Alabama","state",04000US01,"Furniture & home furnishing merchant wholesalers",2,4232,51734.7,50212.9,49138.8,627,629,875,0.578668,0.572579,0.798065
"Alabama","state",04000US01,"Lumber & other construction materials merchant wholesalers",2,4233,44285.8,47354.1,47573.2,3224,3247,3235,1.4451,1.47938,1.47706
"Alabama","state",04000US01,"Professional & commercial equipment & supplies merchant wholesalers",2,4234,64827.4,68928.5,72198.9,3162,3137,3174,0.654444,0.642871,0.6471
"Alabama","state",04000US01,"Metals & minerals (except petroleum) merchant wholesalers",2,4235,59664.8,60731.1,64825.4,1419,1441,1309,1.6579,1.64465,1.49369
"Alabama","state",04000US01,"Household appliances & electrical & electronic goods merchant wholesalers",2,4236,71156,69649.5,65603.5,2314,2700,2545,0.71049,0.834928,0.793076
"Alabama","state",04000US01,"Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2,4237,65269.7,60669.1,69073.8,2152,2442,2434,0.981697,1.06833,1.03318
"Alabama","state",04000US01,"Machinery, equipment, & supplies merchant wholesalers     ",2,4238,59348.7,60071.2,55655.8,6303,5864,5685,1.19375,1.09415,1.03237
"Alabama","state",04000US01,"Recyclable material merchant wholesalers",2,42393,32923.6,36246.4,38636,2062,1862,2047,1.39641,1.2832,1.48492
"Alabama","state",04000US01,"Miscellaneous durable goods merchant wholesalers",2,4239Z,48255,46876.4,43383.7,1404,1487,1231,0.801184,0.856949,0.725853
"Alabama","state",04000US01,"Paper & paper products merchant wholesalers",2,4241,47080.6,39694.7,47537.4,1113,939,951,1.22773,1.08128,1.09982
"Alabama","state",04000US01,"Apparel, piece goods, & notions merchant wholesalers",2,4243,44368,45995.3,42087.3,994,892,851,0.562494,0.513439,0.491568
"Alabama","state",04000US01,"Grocery & related product merchant wholesalers",2,4244,40323.5,41008.1,44640.3,10656,9823,9180,0.946985,0.88752,0.836345
"Alabama","state",04000US01,"Farm product raw material merchant wholesalers",2,4245,28393.3,32999,32483,551,439,470,0.679664,0.536462,0.57956
"Alabama","state",04000US01,"Petroleum & petroleum products merchant wholesalers",2,4247,49504.6,52750.7,50488.4,1909,1598,1379,1.17571,0.981929,0.879887
"Alabama","state",04000US01,"Alcoholic beverages merchant wholesalers",2,4248,45141.5,43092.8,45526.5,804,854,995,0.45937,0.481891,0.542642
"Alabama","state",04000US01,"Farm supplies merchant wholesalers",2,42491,30873.7,33936.2,37940,461,529,470,0.78538,0.924716,0.790276
"Alabama","state",04000US01,"Miscellaneous nondurable goods merchant wholesalers",2,4249Z,37989.9,40907,40472.9,2516,2445,2219,0.842863,0.81877,0.765143
"Alabama","state",04000US01,"Drugs, sundries, & chemical & allied products merchant  wholesalers ",2,424M,72259,70961.7,80404.9,2994,3062,3454,0.930845,0.93661,1.03078
"Alabama","state",04000US01,"Wholesale electronic markets & agents & brokers",2,4251,55163.6,49565.9,51536.7,976,1005,910,0.756063,0.740578,0.64365
"Alabama","state",04000US01,"Not specified wholesale trade",2,42S,49882.5,49094.8,53633.7,1150,1120,827,0.931591,0.932874,0.687887
"Alabama","state",04000US01,"Car Dealers",2,4411,42013.2,42515.6,42603.9,16210,17174,17728,1.02603,1.05899,1.06797
"Alabama","state",04000US01,"Other motor vehicle dealers",2,4412,37377.3,37908.1,36234.4,1667,1906,1954,0.915006,1.03212,1.01421
"Alabama","state",04000US01,"Automotive parts, accessories, & tire stores  ",2,4413,32226.7,29750.7,30016.6,8211,7986,7967,1.27817,1.23493,1.2256
"Alabama","state",04000US01,"Furniture & home furnishings stores",2,442,30430.5,30172,32869.8,6818,7092,7166,1.00266,1.04508,1.04009
"Alabama","state",04000US01,"Household appliance stores",2,443141,24907,27125.3,27491.1,1317,1270,1127,1.40185,1.43728,1.33365
"Alabama","state",04000US01,"Electronics stores",2,443142,47690.7,46194.9,38884.8,6736,6881,6600,0.767029,0.802367,0.802157
"Alabama","state",04000US01,"Hardware stores",2,44413,31170.8,31342.3,32074.9,3298,2914,2841,1.13663,1.03828,1.02266
"Alabama","state",04000US01,"Building material & supplies dealers",2,4441Z,34237.2,32913.3,33908.1,14973,14331,15059,1.16803,1.10193,1.12564
"Alabama","state",04000US01,"Lawn & garden equipment & supplies stores",2,4442,28362.7,29718.8,31315.1,3242,3457,3750,1.03487,1.10047,1.19864
"Alabama","state",04000US01,"Grocery Stores",2,4451,21413.4,21289.9,21030.8,35760,35235,35602,0.883216,0.868171,0.869593
"Alabama","state",04000US01,"Specialty food stores",2,4452,34101.5,34485.7,30301.6,2403,2416,2192,0.743859,0.768236,0.727437
"Alabama","state",04000US01,"Beer, wine, & liquor stores ",2,4453,25049.7,28067,31046.1,1298,1323,1340,0.654202,0.65691,0.666529
"Alabama","state",04000US01,"Pharmacies & drug stores",2,44611,51165.6,48500.3,47238.8,15534,15143,15331,1.21429,1.19223,1.20348
"Alabama","state",04000US01,"Health & personal care, except drug, stores ",2,446Z,31353,30760,30925.1,4034,4392,4687,0.877365,0.934212,0.977111
"Alabama","state",04000US01,"Gasoline stations",2,447,23194.5,21683.8,23298.9,8916,9061,8924,1.29195,1.26652,1.21614
"Alabama","state",04000US01,"Clothing stores",2,4481,18612.5,17839.1,17427.4,13438,13816,13676,0.939059,0.951709,0.92171
"Alabama","state",04000US01,"Shoe stores",2,44821,12719.5,14815.1,16359.4,2160,2090,2229,0.886792,0.8385,0.88316
"Alabama","state",04000US01,"Jewelry, luggage, & leather goods stores ",2,4483,25002.7,25581.9,30167,1933,2050,2121,0.850012,0.897362,0.93104
"Alabama","state",04000US01,"Sewing, needlework, & piece goods stores ",2,45113,21020.6,21038.8,16905.2,440,394,423,0.586136,0.543966,0.603528
"Alabama","state",04000US01,"Musical instrument & supplies stores",2,45114,28503.1,34158.7,25106.6,328,241,268,0.557004,0.420673,0.465483
"Alabama","state",04000US01,"Sporting goods, and hobby & toy stores ",2,4511M,20194.4,20802.6,21931.1,5814,6486,7461,0.943485,1.02816,1.16529
"Alabama","state",04000US01,"Book stores & news dealers",2,45121,27397,30996.3,29408.5,2201,1946,1940,1.10305,1.05897,1.1236
"Alabama","state",04000US01,"Department stores & discount stores",2,45211,23174.4,23354.5,23804.9,42897,42600,43071,1.2971,1.30899,1.3372
"Alabama","state",04000US01,"Miscellaneous general merchandise stores",2,4529,19555.3,19536.6,19464.8,11323,10635,10761,1.4805,1.36128,1.33096
"Alabama","state",04000US01,"Retail florists",2,4531,24052.9,22546.7,16362.2,977,879,935,0.781036,0.73271,0.794542
"Alabama","state",04000US01,"Office supplies & stationery stores",2,45321,36904,35643.4,33875.8,2034,1832,1724,0.882637,0.830759,0.81222
"Alabama","state",04000US01,"Gift, novelty, & souvenir shops",2,45322,16530.1,17520.2,18323.5,2197,1841,1909,1.07238,0.921534,0.960992
"Alabama","state",04000US01,"Used merchandise stores",2,4533,15561.6,16675.7,17709.9,2649,2840,3007,0.964956,0.984007,0.981244
"Alabama","state",04000US01,"Miscellaneous retail stores",2,4539,28742.1,28434.4,28713.9,4933,5036,4961,0.813316,0.818458,0.801416
"Alabama","state",04000US01,"Electronic shopping",2,454111,23308.8,35758.9,36721.6,362,443,594,0.214692,0.22128,0.247728
"Alabama","state",04000US01,"Electronic auctions",2,454112,42874.4,42923.8,,3,3,,0.0163529,0.0148321,
"Alabama","state",04000US01,"Mail-order houses",2,454113,22862.5,33379.4,38658.6,386,395,364,0.258954,0.25074,0.21373
"Alabama","state",04000US01,"Vending machine operators",2,4542,31148.4,32969.6,30395.7,626,698,596,1.08041,1.23891,1.06686
"Alabama","state",04000US01,"Fuel dealers",2,454310,32127.6,35790.5,35593.5,1302,1293,1238,1.01503,1.05391,1.04618
"Alabama","state",04000US01,"Other direct selling establishments",2,45439,21740.6,26105.8,27031.4,1423,1415,1403,0.925507,0.950268,0.958916
"Alabama","state",04000US01,"Air transportation",2,481,59141.2,64211.8,68150.2,2622,2743,2651,0.354584,0.373127,0.354994
"Alabama","state",04000US01,"Rail transportation",2,482,62576.2,65466.9,66858.4,3242,3531,3812,0.935372,0.990084,1.07991
"Alabama","state",04000US01,"Water transportation",2,483,64581.2,66567.4,69234.7,1286,1284,1207,1.23216,1.20328,1.13472
"Alabama","state",04000US01,"Truck transportation",2,484,43169.2,42640.7,44731,28138,28734,30077,1.32912,1.33243,1.37197
"Alabama","state",04000US01,"Taxi & limousine service",2,4853,20948.2,22997.8,21166.2,592,385,350,0.231926,0.14105,0.116331
"Alabama","state",04000US01,"Bus service & urban transit",2,485M,23790.7,23770.1,21954.5,2898,2761,2482,0.389418,0.367239,0.329204
"Alabama","state",04000US01,"Pipeline transportation",2,486,89781.1,79199.3,78775.6,608,665,799,0.802628,0.815446,0.935984
"Alabama","state",04000US01,"Scenic & sightseeing transportation",2,487,32237.9,29077.4,18435.6,468,421,441,1.11719,0.993779,1.00809
"Alabama","state",04000US01,"Services incidental to transportation",2,488,50240.6,49036.1,51292.8,10920,10984,10784,1.1058,1.08486,1.03435
"Alabama","state",04000US01,"Postal Service",2,491,48424,48553.7,48408.5,8903,9193,9524,0.937967,0.990995,1.03213
"Alabama","state",04000US01,"Couriers & messengers",2,492,44875.4,43866.8,40587.5,7155,7146,7222,0.803123,0.783588,0.771486
"Alabama","state",04000US01,"Warehousing & storage",2,493,35914,34487.2,34438.4,3072,3528,3940,0.619789,0.656561,0.645824
"Alabama","state",04000US01,"Not specified retail trade",2,4MS,29628.6,27757.9,29192.8,6069,6236,5707,1.00018,1.02485,0.92
"Alabama","state",04000US01,"Newspaper publishers",2,51111,41836.3,39929.4,35364.4,3111,3019,2703,0.831452,0.863553,0.808595
"Alabama","state",04000US01,"Periodical, book, & directory publishers",2,5111Z,54853.1,49965.3,52633.8,2718,2555,2504,0.718709,0.687917,0.695812
"Alabama","state",04000US01,"Software publishing",2,5112,77761.6,77615.7,72832.7,535,637,702,0.457719,0.432306,0.401954
"Alabama","state",04000US01,"Motion pictures & video industries",2,5121,27211,24520.1,24627.5,1972,2339,2396,0.394212,0.458891,0.457056
"Alabama","state",04000US01,"Sound recording industries",2,5122,20723.1,21074.5,29862.3,94,75,73,0.297262,0.223307,0.213578
"Alabama","state",04000US01,"Broadcasting (except internet)",2,515,43671,45235.2,46553.5,7273,6942,6606,0.935385,0.909462,0.867628
"Alabama","state",04000US01,"Wired telecommunications carriers",2,5171,60143.5,61294.2,64839.2,8658,8924,8599,1.06723,1.1135,1.07514
"Alabama","state",04000US01,"Telecommunications, except wired telecommunications carriers ",2,517Z,55712.6,52528.3,54656,4938,4647,4742,0.930663,0.909167,0.969593
"Alabama","state",04000US01,"Data processing, hosting & related services",2,5182,48738,63194.8,59249.3,1066,1116,1364,0.684988,0.653589,0.734927
"Alabama","state",04000US01,"Libraries & archives",2,51912,27419,26967.9,28443.7,2818,2762,3041,0.882033,0.867881,0.942071
"Alabama","state",04000US01,"Internet publishing, broadcasting & web search portals",2,51913,32461.9,33899.9,36696.4,68,162,190,0.068798,0.148832,0.150028
"Alabama","state",04000US01,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals",2,5191ZM,45969.7,48614.5,48930.6,434,321,323,0.639361,0.446267,0.458741
"Alabama","state",04000US01,"Savings institutions, including credit unions ",2,5221M,36711.7,38968.6,41024.5,4375,4474,4715,1.14873,1.18133,1.23748
"Alabama","state",04000US01,"Nondepository credit & related activities",2,522M,47217.2,46795.4,48993.4,8953,9222,10409,0.822021,0.830717,0.907101
"Alabama","state",04000US01,"Insurance carriers & related activities",2,524,57545.9,59088.2,60839.3,29409,28495,29078,0.8591,0.828182,0.833216
"Alabama","state",04000US01,"Banking & related activities",2,52M1,51599.3,52189.7,53280.2,31862,31724,30146,1.09821,1.10894,1.06637
"Alabama","state",04000US01,"Securities, commodities, funds, trusts & other financial investments",2,52M2,91986.7,101814,103857,6180,5912,6086,0.428403,0.408915,0.417719
"Alabama","state",04000US01,"Real estate",2,531,42704.1,42555.6,45972.2,20912,21735,22966,0.759826,0.776734,0.80206
"Alabama","state",04000US01,"Automotive equipment rental & leasing",2,5321,27399.4,26410.3,27158.3,1758,1606,2114,0.759253,0.685055,0.847018
"Alabama","state",04000US01,"Video tape & disk rental",2,53223,45911.5,8049.61,6536.32,192,64,50,0.531537,0.248229,0.238479
"Alabama","state",04000US01,"Other consumer goods rental",2,532M,41730,39205.2,38834.9,1034,1085,899,0.809045,0.835131,0.67175
"Alabama","state",04000US01,"Commercial, industrial & other intangible assets rental & leasing",2,53M,52597.2,49445,60862,1409,1565,1939,0.970644,1.02849,1.23098
"Alabama","state",04000US01,"Legal services",2,5411,74146.3,76884,79934.1,17051,17151,16587,0.859795,0.864279,0.834989
"Alabama","state",04000US01,"Accounting, tax preparation, bookkeeping & payroll services",2,5412,48602.4,49212.8,48990,11686,11692,11298,0.942135,0.929208,0.883521
"Alabama","state",04000US01,"Architectural, engineering & related services",2,5413,79296,79680.6,83350.4,25069,24906,26774,1.31722,1.30328,1.38187
"Alabama","state",04000US01,"Specialized design services",2,5414,38886.2,41773,38364.3,1456,1497,1538,0.46488,0.461338,0.455959
"Alabama","state",04000US01,"Computer Systems Design",2,5415,74273.1,75009.1,76862.9,17513,19517,20800,0.692199,0.7242,0.715686
"Alabama","state",04000US01,"Management, scientific & technical consulting services",2,5416,65586.1,64229.8,66305.3,10376,10367,10471,0.608579,0.582448,0.567585
